unityGameTime;leftEyeClosedValue;rightEyeClosedValue;rightCheekRiseValue;leftCheekRiseValue;rightSmileValue;leftSmileValue;rightDimplerValue;leftDimplerValue;rightEyeUpValue;leftEyeUpValue;rightEyeDownValue;leftEyeDownValue;rightEyeRightValue;leftEyeRightValue;rightEyeLeftValue;leftEyeLeftValue;leftBrowLowerValue;rightBrowLowerValue;leftInnerBrowRiseValue;rightInnerBrowRiseValue;leftLidTightnerValue;rightLidTightnerValue;jawDropValue;leftLidRiserValue;rightLidRiserValue;leftLipCornerDepressor;rightLipCornerDepressor;label;flag
5.287;0.019;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.019;0.341;0.427;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.029;0.025;0.000;0.000;0.000;0.000;natural;0
5.330;0.019;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.019;0.341;0.427;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.024;0.026;0.000;0.000;0.000;0.000;natural;0
5.371;0.019;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.019;0.339;0.425;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.026;0.026;0.000;0.000;0.000;0.000;natural;0
5.408;0.018;0.000;0.000;0.006;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.018;0.337;0.423;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.027;0.027;0.000;0.000;0.000;0.000;natural;0
5.442;0.018;0.000;0.000;0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.018;0.337;0.423;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.023;0.027;0.000;0.000;0.000;0.000;natural;0
5.476;0.018;0.000;0.000;0.007;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.018;0.336;0.422;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.025;0.027;0.000;0.000;0.000;0.000;natural;0
5.507;0.018;0.000;0.000;0.009;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.018;0.336;0.422;0.000;0.000;0.000;0.000;0.004;0.000;0.000;0.034;0.027;0.000;0.000;0.000;0.000;natural;0
5.537;0.018;0.000;0.000;0.005;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.018;0.336;0.422;0.000;0.000;0.000;0.000;0.003;0.000;0.000;0.026;0.017;0.000;0.000;0.000;0.000;natural;0
5.566;0.018;0.000;0.000;0.008;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.018;0.339;0.425;0.000;0.000;0.000;0.000;0.002;0.000;0.000;0.027;0.014;0.000;0.000;0.000;0.000;natural;0
5.595;0.018;0.000;0.000;0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.018;0.333;0.419;0.000;0.000;0.000;0.000;0.002;0.000;0.000;0.009;0.020;0.000;0.000;0.000;0.000;natural;0
5.625;0.025;0.000;0.000;0.003;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.025;0.333;0.419;0.000;0.000;0.000;0.000;0.002;0.000;0.000;0.018;0.015;0.000;0.000;0.000;0.000;natural;0
5.654;0.025;0.000;0.000;0.003;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.025;0.333;0.419;0.000;0.000;0.000;0.000;0.002;0.000;0.000;0.018;0.015;0.000;0.000;0.000;0.000;natural;0
5.683;0.023;0.000;0.000;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.023;0.332;0.418;0.000;0.000;0.000;0.000;0.001;0.000;0.009;0.023;0.021;0.000;0.000;0.000;0.000;natural;0
5.712;0.021;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.021;0.331;0.417;0.000;0.000;0.000;0.000;0.001;0.000;0.006;0.021;0.024;0.000;0.000;0.000;0.000;natural;0
5.740;0.020;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.020;0.331;0.417;0.000;0.000;0.000;0.000;0.001;0.000;0.004;0.024;0.017;0.000;0.000;0.000;0.000;natural;0
5.769;0.019;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.019;0.332;0.418;0.000;0.000;0.000;0.000;0.001;0.000;0.002;0.026;0.014;0.000;0.000;0.000;0.000;natural;0
5.812;0.026;0.000;0.000;0.006;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.026;0.393;0.478;0.000;0.000;0.000;0.000;0.001;0.000;0.001;0.022;0.020;0.000;0.000;0.000;0.000;natural;0
5.852;0.021;0.000;0.000;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.021;0.393;0.478;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.019;0.021;0.000;0.000;0.000;0.000;natural;0
5.894;0.020;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.020;0.377;0.462;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.024;0.016;0.000;0.000;0.000;0.000;natural;0
5.937;0.019;0.000;0.000;0.006;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.019;0.372;0.457;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.021;0.013;0.000;0.000;0.000;0.000;natural;0
5.981;0.019;0.000;0.000;0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.019;0.355;0.440;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.025;0.021;0.000;0.000;0.000;0.000;natural;0
6.017;0.018;0.000;0.000;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.018;0.346;0.432;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.021;0.016;0.000;0.000;0.000;0.000;natural;0
6.055;0.018;0.000;0.000;0.006;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.018;0.337;0.423;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.024;0.021;0.000;0.000;0.000;0.000;natural;0
6.095;0.018;0.000;0.000;0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.018;0.317;0.403;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.026;0.016;0.000;0.000;0.000;0.000;natural;0
6.135;0.018;0.000;0.000;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.018;0.310;0.396;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.022;0.022;0.000;0.000;0.000;0.000;natural;0
6.177;0.018;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.018;0.310;0.396;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.025;0.016;0.000;0.000;0.000;0.000;natural;0
6.220;0.025;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.025;0.327;0.413;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.022;0.014;0.000;0.000;0.000;0.000;natural;0
6.262;0.021;0.000;0.000;0.008;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.021;0.328;0.414;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.022;0.016;0.000;0.000;0.000;0.000;natural;0
6.308;0.020;0.000;0.000;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.020;0.323;0.409;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.025;0.014;0.000;0.000;0.000;0.000;natural;0
6.349;0.019;0.000;0.000;0.005;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.019;0.321;0.407;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.021;0.021;0.000;0.000;0.000;0.000;natural;0
6.389;0.018;0.000;0.000;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.018;0.317;0.403;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.031;0.014;0.000;0.000;0.000;0.000;natural;0
6.431;0.018;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.018;0.316;0.402;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.024;0.013;0.000;0.000;0.000;0.000;natural;0
6.476;0.018;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.018;0.316;0.402;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.034;0.012;0.000;0.000;0.000;0.000;natural;0
6.517;0.025;0.000;0.000;0.006;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.025;0.316;0.402;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.032;0.011;0.000;0.000;0.000;0.000;natural;0
6.558;0.030;0.000;0.000;0.007;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.030;0.314;0.400;0.000;0.000;0.000;0.000;0.000;0.000;0.006;0.026;0.011;0.000;0.000;0.000;0.000;natural;0
6.599;0.024;0.000;0.000;0.009;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.024;0.314;0.400;0.000;0.000;0.000;0.000;0.000;0.000;0.004;0.027;0.021;0.000;0.000;0.000;0.000;natural;0
6.642;0.021;0.000;0.000;0.005;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.021;0.315;0.401;0.000;0.000;0.000;0.000;0.000;0.000;0.002;0.022;0.017;0.000;0.000;0.000;0.000;natural;0
6.683;0.020;0.000;0.000;0.003;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.020;0.315;0.401;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.020;0.014;0.000;0.000;0.000;0.000;natural;0
6.724;0.019;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.019;0.316;0.403;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.018;0.012;0.000;0.000;0.000;0.000;natural;0
6.765;0.018;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.018;0.318;0.404;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.018;0.012;0.000;0.000;0.000;0.000;natural;0
6.808;0.042;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.042;0.316;0.403;0.000;0.000;0.000;0.000;0.000;0.000;0.009;0.006;0.021;0.000;0.000;0.000;0.000;natural;0
6.850;0.037;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.037;0.117;0.204;0.000;0.000;0.000;0.000;0.000;0.000;0.005;0.002;0.017;0.000;0.000;0.000;0.000;natural;0
6.891;0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.004;0.046;0.133;0.000;0.000;0.000;0.000;0.000;0.000;0.002;0.000;0.013;0.000;0.000;0.000;0.000;natural;0
6.933;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.045;0.132;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.000;0.012;0.000;0.000;0.000;0.000;natural;0
6.975;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.045;0.132;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.000;0.021;0.000;0.000;0.000;0.000;natural;0
7.017;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.038;0.125;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.000;0.017;0.000;0.000;0.000;0.000;natural;0
7.057;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.042;0.044;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.013;0.000;0.000;0.000;0.000;natural;0
7.098;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.041;0.045;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.012;0.000;0.000;0.000;0.000;natural;0
7.141;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.043;0.043;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.012;0.000;0.000;0.000;0.000;natural;0
7.183;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.046;0.041;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.011;0.000;0.000;0.000;0.000;natural;0
7.224;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.047;0.039;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.011;0.000;0.000;0.000;0.000;natural;0
7.266;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.048;0.039;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.011;0.000;0.000;0.000;0.000;natural;0
7.310;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.049;0.037;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.011;0.000;0.000;0.000;0.000;natural;0
7.350;0.150;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.145;0.000;0.049;0.037;0.000;0.000;0.000;0.000;0.000;0.009;0.000;0.011;0.000;0.000;0.000;0.000;natural;0
7.390;0.339;0.001;0.000;0.006;0.000;0.000;0.000;0.000;0.000;0.000;0.121;0.274;0.113;0.199;0.000;0.000;0.000;0.000;0.000;0.000;0.003;0.000;0.011;0.000;0.000;0.000;0.000;natural;0
7.432;0.292;0.000;0.000;0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.093;0.328;0.203;0.290;0.000;0.000;0.000;0.000;0.000;0.000;0.010;0.000;0.011;0.000;0.000;0.000;0.000;natural;0
7.475;0.263;0.000;0.000;0.007;0.000;0.000;0.000;0.000;0.000;0.000;0.058;0.295;0.208;0.295;0.000;0.000;0.000;0.000;0.000;0.000;0.013;0.020;0.011;0.000;0.000;0.000;0.000;natural;0
7.518;0.145;0.000;0.000;0.009;0.000;0.000;0.000;0.000;0.000;0.000;0.012;0.156;0.223;0.310;0.000;0.000;0.000;0.000;0.000;0.000;0.014;0.026;0.011;0.000;0.000;0.000;0.000;natural;0
7.557;0.064;0.000;0.000;0.008;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.065;0.222;0.309;0.000;0.000;0.000;0.000;0.000;0.000;0.007;0.007;0.024;0.000;0.000;0.000;0.000;natural;0
7.599;0.052;0.000;0.000;0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.052;0.223;0.309;0.000;0.000;0.000;0.000;0.000;0.000;0.011;0.013;0.018;0.000;0.000;0.000;0.000;natural;0
7.643;0.062;0.000;0.000;0.003;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.062;0.223;0.310;0.000;0.000;0.000;0.000;0.000;0.000;0.005;0.007;0.015;0.000;0.000;0.000;0.000;natural;0
7.684;0.052;0.000;0.000;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.052;0.223;0.310;0.000;0.000;0.000;0.000;0.000;0.000;0.003;0.004;0.013;0.000;0.000;0.000;0.000;natural;0
7.726;0.031;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.031;0.219;0.306;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.002;0.012;0.000;0.000;0.000;0.000;natural;0
7.768;0.031;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.031;0.219;0.306;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.001;0.012;0.000;0.000;0.000;0.000;natural;0
7.810;0.031;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.031;0.222;0.309;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.011;0.000;0.000;0.000;0.000;natural;0
7.851;0.043;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.043;0.220;0.307;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.011;0.000;0.000;0.000;0.000;natural;0
7.889;0.022;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.022;0.220;0.307;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.017;0.000;0.000;0.000;0.000;natural;0
7.935;0.019;0.000;0.000;0.006;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.019;0.222;0.309;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.023;0.000;0.000;0.000;0.000;natural;0
7.975;0.026;0.000;0.000;0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.026;0.222;0.309;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.011;0.017;0.000;0.000;0.000;0.000;natural;0
12.333;0.333;0.016;0.000;0.005;0.000;0.000;0.000;0.000;0.000;0.000;0.223;0.249;0.114;0.200;0.000;0.000;0.002;0.000;0.000;0.000;0.020;0.006;0.011;0.000;0.000;0.000;0.000;natural;0
12.374;0.247;0.001;0.000;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.120;0.283;0.118;0.204;0.000;0.000;0.002;0.000;0.000;0.000;0.022;0.021;0.011;0.000;0.000;0.000;0.000;natural;1
12.418;0.152;0.000;0.000;0.006;0.000;0.000;0.000;0.000;0.000;0.000;0.032;0.177;0.118;0.204;0.000;0.000;0.009;0.000;0.000;0.000;0.035;0.019;0.011;0.000;0.000;0.000;0.000;natural;1
12.458;0.025;0.000;0.000;0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.025;0.113;0.199;0.000;0.000;0.006;0.000;0.000;0.000;0.022;0.018;0.011;0.000;0.000;0.000;0.000;natural;1
12.500;0.002;0.000;0.000;0.007;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.002;0.111;0.197;0.000;0.000;0.004;0.000;0.000;0.000;0.018;0.018;0.011;0.000;0.000;0.000;0.000;natural;1
12.544;0.000;0.000;0.000;0.008;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.100;0.186;0.000;0.000;0.004;0.000;0.000;0.000;0.017;0.018;0.011;0.000;0.000;0.000;0.000;natural;1
12.585;0.000;0.000;0.000;0.009;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.074;0.160;0.000;0.000;0.003;0.000;0.000;0.000;0.016;0.008;0.011;0.000;0.000;0.000;0.000;natural;1
12.627;0.000;0.000;0.008;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.214;0.300;0.000;0.000;0.002;0.000;0.000;0.000;0.015;0.020;0.011;0.000;0.000;0.000;0.000;natural;1
12.668;0.000;0.000;0.010;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.214;0.300;0.000;0.000;0.002;0.000;0.000;0.000;0.015;0.025;0.011;0.000;0.000;0.000;0.000;natural;1
12.712;0.000;0.000;0.005;0.005;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.193;0.278;0.000;0.000;0.001;0.000;0.000;0.000;0.015;0.027;0.011;0.000;0.000;0.000;0.000;natural;1
12.752;0.000;0.000;0.003;0.003;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.176;0.262;0.000;0.000;0.001;0.000;0.000;0.000;0.006;0.028;0.011;0.000;0.000;0.000;0.000;natural;1
12.792;0.000;0.000;0.001;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.144;0.230;0.000;0.000;0.001;0.000;0.000;0.000;0.001;0.026;0.011;0.000;0.000;0.000;0.000;natural;1
12.834;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.131;0.217;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.023;0.011;0.000;0.000;0.000;0.000;natural;1
12.877;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.124;0.210;0.000;0.000;0.000;0.000;0.000;0.000;0.007;0.026;0.011;0.000;0.000;0.000;0.000;natural;1
12.918;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.101;0.187;0.000;0.000;0.000;0.000;0.000;0.000;0.003;0.022;0.011;0.000;0.000;0.000;0.000;natural;1
12.960;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.092;0.178;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.019;0.011;0.000;0.000;0.000;0.000;natural;1
13.002;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.127;0.213;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.024;0.011;0.000;0.000;0.000;0.000;natural;1
13.045;0.038;0.000;0.006;0.006;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.038;0.127;0.213;0.000;0.000;0.000;0.000;0.000;0.000;0.008;0.034;0.011;0.000;0.000;0.000;0.000;natural;1
13.087;0.407;0.003;0.004;0.003;0.000;0.000;0.000;0.000;0.000;0.000;0.155;0.237;0.133;0.219;0.000;0.000;0.000;0.000;0.000;0.000;0.012;0.011;0.011;0.000;0.000;0.000;0.000;natural;1
13.128;0.707;0.253;0.002;0.009;0.000;0.000;0.000;0.000;0.000;0.000;0.296;0.107;0.158;0.245;0.000;0.000;0.000;0.000;0.000;0.000;0.014;0.002;0.011;0.000;0.000;0.000;0.000;natural;1
13.168;0.387;0.010;0.001;0.005;0.000;0.000;0.000;0.000;0.000;0.000;0.234;0.293;0.160;0.246;0.000;0.000;0.000;0.000;0.000;0.000;0.014;0.018;0.011;0.000;0.000;0.000;0.000;natural;1
13.211;0.335;0.001;0.001;0.008;0.000;0.000;0.000;0.000;0.000;0.000;0.147;0.348;0.138;0.226;0.000;0.000;0.000;0.000;0.000;0.000;0.021;0.033;0.011;0.000;0.000;0.000;0.000;natural;1
