unityGameTime;leftEyeClosedValue;rightEyeClosedValue;rightCheekRiseValue;leftCheekRiseValue;rightSmileValue;leftSmileValue;rightDimplerValue;leftDimplerValue;rightEyeUpValue;leftEyeUpValue;rightEyeDownValue;leftEyeDownValue;rightEyeRightValue;leftEyeRightValue;rightEyeLeftValue;leftEyeLeftValue;leftBrowLowerValue;rightBrowLowerValue;leftInnerBrowRiseValue;rightInnerBrowRiseValue;leftLidTightnerValue;rightLidTightnerValue;jawDropValue;leftLidRiserValue;rightLidRiserValue;leftLipCornerDepressor;rightLipCornerDepressor;label;flag
4.761;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.443;0.526;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;natural;0
4.822;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.443;0.526;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.004;0.000;0.000;0.000;0.000;natural;0
4.881;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.340;0.425;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.009;0.007;0.000;0.000;0.000;0.000;natural;0
4.936;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.271;0.358;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.011;0.008;0.000;0.000;0.000;0.000;natural;0
4.991;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.271;0.357;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.013;0.004;0.000;0.000;0.000;0.000;natural;0
5.043;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.263;0.350;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.014;0.002;0.000;0.000;0.000;0.000;natural;0
5.092;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.263;0.349;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.015;0.001;0.000;0.000;0.000;0.000;natural;0
5.140;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.230;0.317;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.015;0.008;0.000;0.000;0.000;0.000;natural;0
5.190;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.119;0.207;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.015;0.010;0.000;0.000;0.000;0.000;natural;0
5.246;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.117;0.204;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.003;0.003;0.000;0.000;0.000;0.000;natural;0
5.301;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.116;0.204;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.011;0.006;0.000;0.000;0.000;0.000;natural;0
5.358;0.000;0.000;0.000;0.006;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.116;0.204;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.020;0.008;0.000;0.000;0.000;0.000;natural;0
5.402;0.017;0.000;0.000;0.005;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.017;0.283;0.370;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.037;0.005;0.000;0.000;0.000;0.000;natural;0
5.455;0.016;0.000;0.000;0.003;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.016;0.283;0.370;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.027;0.003;0.000;0.000;0.000;0.000;natural;0
5.501;0.025;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.025;0.268;0.355;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.026;0.008;0.000;0.000;0.000;0.000;natural;0
5.549;0.022;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.022;0.257;0.345;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.026;0.004;0.000;0.000;0.000;0.000;natural;0
5.593;0.013;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.006;0.018;0.252;0.339;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.026;0.001;0.000;0.000;0.000;0.000;natural;0
5.636;0.014;0.000;0.000;0.006;0.000;0.000;0.000;0.000;0.000;0.000;0.004;0.017;0.246;0.334;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.036;0.006;0.000;0.000;0.000;0.000;natural;0
5.680;0.014;0.000;0.000;0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.002;0.017;0.239;0.327;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.033;0.003;0.000;0.000;0.000;0.000;natural;0
5.722;0.015;0.000;0.000;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.002;0.016;0.237;0.324;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.031;0.002;0.000;0.000;0.000;0.000;natural;0
5.762;0.015;0.000;0.000;0.007;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.016;0.236;0.323;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.022;0.001;0.000;0.000;0.000;0.000;natural;0
5.802;0.015;0.000;0.000;0.005;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.016;0.234;0.321;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.017;0.004;0.000;0.000;0.000;0.000;natural;0
5.844;0.016;0.000;0.000;0.003;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.016;0.233;0.320;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.021;0.002;0.000;0.000;0.000;0.000;natural;0
5.886;0.016;0.000;0.000;0.007;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.016;0.233;0.320;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.023;0.006;0.000;0.000;0.000;0.000;natural;0
5.924;0.016;0.000;0.000;0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.016;0.232;0.319;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.019;0.004;0.000;0.000;0.000;0.000;natural;0
5.965;0.003;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.003;0.230;0.318;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.023;0.001;0.000;0.000;0.000;0.000;natural;0
6.019;0.009;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.009;0.228;0.316;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.024;0.001;0.000;0.000;0.000;0.000;natural;0
6.072;0.020;0.000;0.000;0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.020;0.226;0.314;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.022;0.000;0.000;0.000;0.000;0.000;natural;0
6.117;0.009;0.000;0.000;0.007;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.009;0.227;0.315;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.024;0.006;0.000;0.000;0.000;0.000;natural;0
6.159;0.004;0.000;0.000;0.009;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.004;0.224;0.311;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.024;0.004;0.000;0.000;0.000;0.000;natural;0
6.201;0.010;0.000;0.000;0.003;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.010;0.224;0.311;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.025;0.001;0.000;0.000;0.000;0.000;natural;0
6.245;0.019;0.000;0.000;0.007;0.000;0.000;0.000;0.000;0.000;0.000;0.022;0.041;0.239;0.326;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.020;0.001;0.000;0.000;0.000;0.000;natural;0
6.288;0.020;0.000;0.000;0.009;0.000;0.000;0.000;0.000;0.000;0.000;0.029;0.049;0.355;0.443;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.017;0.001;0.000;0.000;0.000;0.000;natural;0
6.330;0.020;0.000;0.000;0.005;0.000;0.000;0.000;0.000;0.000;0.000;0.031;0.052;0.353;0.440;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.035;0.008;0.000;0.000;0.000;0.000;natural;0
6.374;0.021;0.000;0.000;0.003;0.000;0.000;0.000;0.000;0.000;0.000;0.032;0.052;0.346;0.433;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.032;0.005;0.000;0.000;0.000;0.000;natural;0
6.418;0.021;0.000;0.000;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.032;0.053;0.346;0.433;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.030;0.003;0.000;0.000;0.000;0.000;natural;0
6.460;0.027;0.000;0.000;0.006;0.000;0.000;0.000;0.000;0.000;0.000;0.027;0.054;0.333;0.420;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.023;0.001;0.000;0.000;0.000;0.000;natural;0
6.502;0.031;0.000;0.000;0.003;0.000;0.000;0.000;0.000;0.000;0.000;0.024;0.055;0.331;0.419;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.024;0.006;0.000;0.000;0.000;0.000;natural;0
6.544;0.033;0.000;0.000;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.022;0.055;0.331;0.418;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.025;0.004;0.000;0.000;0.000;0.000;natural;0
6.586;0.014;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.029;0.043;0.328;0.415;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.020;0.002;0.000;0.000;0.000;0.000;natural;0
6.625;0.019;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.032;0.051;0.328;0.415;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.022;0.001;0.000;0.000;0.000;0.000;natural;0
6.665;0.017;0.000;0.000;0.008;0.000;0.000;0.000;0.000;0.000;0.000;0.035;0.051;0.329;0.416;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.035;0.008;0.000;0.000;0.000;0.000;natural;0
6.707;0.008;0.000;0.000;0.009;0.000;0.000;0.000;0.000;0.000;0.000;0.035;0.043;0.329;0.416;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.024;0.010;0.000;0.000;0.000;0.000;natural;0
6.750;0.017;0.000;0.000;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.036;0.053;0.332;0.419;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.024;0.010;0.000;0.000;0.000;0.000;natural;0
6.791;0.021;0.000;0.000;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.036;0.057;0.332;0.419;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.019;0.010;0.000;0.000;0.000;0.000;natural;0
6.834;0.032;0.000;0.000;0.003;0.000;0.000;0.000;0.000;0.000;0.000;0.028;0.060;0.332;0.419;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.023;0.008;0.000;0.000;0.000;0.000;natural;0
6.877;0.028;0.000;0.000;0.006;0.000;0.000;0.000;0.000;0.000;0.000;0.032;0.060;0.338;0.425;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.019;0.009;0.000;0.000;0.000;0.000;natural;0
6.920;0.026;0.000;0.000;0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.034;0.061;0.335;0.423;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.022;0.005;0.000;0.000;0.000;0.000;natural;0
6.962;0.025;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.036;0.061;0.335;0.423;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.024;0.006;0.000;0.000;0.000;0.000;natural;0
7.004;0.024;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.037;0.061;0.338;0.425;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.025;0.008;0.000;0.000;0.000;0.000;natural;0
7.048;0.017;0.000;0.000;0.006;0.000;0.000;0.000;0.000;0.000;0.000;0.067;0.084;0.379;0.466;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.025;0.009;0.000;0.000;0.000;0.000;natural;0
7.089;0.036;0.000;0.000;0.003;0.000;0.000;0.000;0.000;0.000;0.000;0.074;0.110;0.429;0.516;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.020;0.005;0.000;0.000;0.000;0.000;natural;0
7.129;0.018;0.000;0.000;0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.076;0.094;0.429;0.516;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.021;0.004;0.000;0.000;0.000;0.000;natural;0
7.169;0.017;0.000;0.000;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.077;0.093;0.429;0.516;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.018;0.002;0.000;0.000;0.000;0.000;natural;0
7.211;0.016;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.077;0.093;0.433;0.520;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.021;0.006;0.000;0.000;0.000;0.000;natural;0
7.252;0.016;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.077;0.092;0.435;0.522;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.023;0.008;0.000;0.000;0.000;0.000;natural;0
7.291;0.005;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.088;0.092;0.435;0.522;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.019;0.004;0.000;0.000;0.000;0.000;natural;0
7.332;0.000;0.011;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.092;0.081;0.431;0.518;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.016;0.001;0.000;0.000;0.000;0.000;natural;0
7.374;0.000;0.013;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.092;0.079;0.430;0.517;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.016;0.001;0.000;0.000;0.000;0.000;natural;0
7.417;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.086;0.086;0.430;0.517;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.015;0.000;0.000;0.000;0.000;0.000;natural;0
7.458;0.000;0.019;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.108;0.089;0.431;0.518;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.015;0.000;0.000;0.000;0.000;0.000;natural;0
7.500;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.088;0.088;0.427;0.514;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.015;0.003;0.000;0.000;0.000;0.000;natural;0
7.543;0.000;0.018;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.108;0.090;0.423;0.510;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.021;0.002;0.000;0.000;0.000;0.000;natural;0
7.587;0.000;0.012;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.103;0.091;0.427;0.514;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.018;0.001;0.000;0.000;0.000;0.000;natural;0
7.629;0.067;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.153;0.217;0.458;0.546;0.000;0.000;0.000;0.000;0.000;0.000;0.009;0.016;0.001;0.000;0.000;0.000;0.000;natural;0
7.672;0.045;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.154;0.197;0.459;0.547;0.000;0.000;0.000;0.000;0.000;0.000;0.012;0.006;0.000;0.000;0.000;0.000;0.000;natural;0
7.715;0.068;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.141;0.206;0.459;0.547;0.000;0.000;0.000;0.000;0.000;0.000;0.007;0.009;0.000;0.000;0.000;0.000;0.000;natural;0
7.756;0.046;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.164;0.208;0.467;0.555;0.000;0.000;0.000;0.000;0.000;0.000;0.004;0.011;0.006;0.000;0.000;0.000;0.000;natural;0
7.796;0.031;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.156;0.185;0.471;0.559;0.000;0.000;0.000;0.000;0.000;0.000;0.002;0.013;0.002;0.000;0.000;0.000;0.000;natural;0
7.836;0.037;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.155;0.191;0.471;0.558;0.000;0.000;0.000;0.000;0.000;0.000;0.009;0.005;0.001;0.000;0.000;0.000;0.000;natural;0
7.878;0.021;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.186;0.204;0.468;0.555;0.000;0.000;0.000;0.000;0.000;0.000;0.005;0.009;0.001;0.000;0.000;0.000;0.000;natural;0
7.918;0.017;0.001;0.000;0.006;0.000;0.000;0.000;0.000;0.000;0.000;0.172;0.188;0.467;0.554;0.000;0.000;0.000;0.000;0.000;0.000;0.011;0.011;0.006;0.000;0.000;0.000;0.000;natural;0
7.958;0.028;0.001;0.000;0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.165;0.191;0.466;0.553;0.000;0.000;0.000;0.000;0.000;0.000;0.013;0.013;0.004;0.000;0.000;0.000;0.000;natural;0
7.999;0.031;0.001;0.000;0.009;0.000;0.000;0.000;0.000;0.000;0.000;0.170;0.198;0.466;0.553;0.000;0.000;0.000;0.000;0.000;0.000;0.014;0.009;0.007;0.000;0.000;0.000;0.000;natural;0
8.041;0.034;0.001;0.000;0.005;0.000;0.000;0.000;0.000;0.000;0.000;0.164;0.196;0.474;0.561;0.000;0.000;0.000;0.000;0.000;0.000;0.007;0.011;0.004;0.000;0.000;0.000;0.000;natural;0
8.083;0.059;0.001;0.000;0.003;0.000;0.000;0.000;0.000;0.000;0.000;0.161;0.216;0.474;0.561;0.000;0.000;0.000;0.000;0.000;0.000;0.003;0.013;0.007;0.000;0.000;0.000;0.000;natural;0
8.125;0.056;0.001;0.000;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.159;0.211;0.467;0.555;0.000;0.000;0.000;0.000;0.000;0.000;0.002;0.006;0.009;0.000;0.000;0.000;0.000;natural;0
8.166;0.026;0.001;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.181;0.468;0.555;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.012;0.003;0.000;0.000;0.000;0.000;natural;0
8.210;0.001;0.012;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.184;0.174;0.468;0.555;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.013;0.002;0.000;0.000;0.000;0.000;natural;0
8.253;0.047;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.191;0.233;0.468;0.555;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.014;0.001;0.000;0.000;0.000;0.000;natural;0
8.296;0.467;0.263;0.000;0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.416;0.303;0.461;0.548;0.000;0.000;0.000;0.000;0.000;0.000;0.020;0.006;0.000;0.000;0.000;0.000;0.000;natural;0
8.340;0.676;0.416;0.000;0.007;0.000;0.000;0.000;0.000;0.000;0.000;0.423;0.196;0.467;0.555;0.000;0.000;0.000;0.000;0.000;0.000;0.018;0.003;0.006;0.000;0.000;0.000;0.000;natural;0
8.384;0.524;0.208;0.000;0.009;0.000;0.000;0.000;0.000;0.000;0.000;0.412;0.282;0.467;0.555;0.000;0.000;0.000;0.000;0.000;0.000;0.023;0.008;0.008;0.000;0.000;0.000;0.000;natural;0
8.425;0.291;0.072;0.000;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.398;0.388;0.421;0.510;0.000;0.000;0.000;0.000;0.000;0.000;0.024;0.011;0.009;0.000;0.000;0.000;0.000;natural;0
8.465;0.053;0.053;0.000;0.008;0.000;0.000;0.000;0.000;0.000;0.000;0.382;0.382;0.401;0.489;0.000;0.000;0.000;0.000;0.000;0.000;0.022;0.014;0.005;0.000;0.000;0.000;0.000;natural;0
8.507;0.024;0.039;0.000;0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.338;0.328;0.398;0.485;0.000;0.000;0.000;0.000;0.000;0.000;0.019;0.014;0.003;0.000;0.000;0.000;0.000;natural;0
8.549;0.012;0.048;0.000;0.007;0.000;0.000;0.000;0.000;0.000;0.000;0.311;0.282;0.397;0.484;0.000;0.000;0.000;0.000;0.000;0.000;0.018;0.014;0.002;0.000;0.000;0.000;0.000;natural;0
8.588;0.026;0.009;0.000;0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.265;0.279;0.396;0.484;0.000;0.000;0.000;0.000;0.000;0.000;0.017;0.015;0.001;0.000;0.000;0.000;0.000;natural;0
8.628;0.004;0.027;0.000;0.006;0.000;0.000;0.000;0.000;0.000;0.000;0.246;0.226;0.394;0.481;0.000;0.000;0.000;0.000;0.000;0.000;0.016;0.015;0.000;0.000;0.000;0.000;0.000;natural;0
8.668;0.064;0.002;0.000;0.008;0.000;0.000;0.000;0.000;0.000;0.000;0.198;0.254;0.395;0.482;0.000;0.000;0.000;0.000;0.000;0.000;0.015;0.015;0.000;0.000;0.000;0.000;0.000;natural;0
8.709;0.011;0.004;0.000;0.009;0.000;0.000;0.000;0.000;0.000;0.000;0.219;0.226;0.394;0.482;0.000;0.000;0.000;0.000;0.000;0.000;0.015;0.015;0.000;0.000;0.000;0.000;0.000;natural;0
8.752;0.018;0.003;0.000;0.005;0.000;0.000;0.000;0.000;0.000;0.000;0.210;0.223;0.390;0.478;0.000;0.000;0.000;0.000;0.000;0.000;0.015;0.015;0.000;0.000;0.000;0.000;0.000;natural;0
8.804;0.017;0.003;0.000;0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.210;0.223;0.388;0.476;0.000;0.000;0.000;0.000;0.000;0.000;0.015;0.006;0.004;0.000;0.000;0.000;0.000;natural;0
8.858;0.031;0.002;0.000;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.196;0.223;0.388;0.476;0.000;0.000;0.000;0.000;0.000;0.000;0.015;0.009;0.002;0.000;0.000;0.000;0.000;natural;0
8.902;0.030;0.002;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.193;0.219;0.387;0.475;0.000;0.000;0.000;0.000;0.000;0.000;0.006;0.004;0.001;0.000;0.000;0.000;0.000;natural;0
8.946;0.003;0.008;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.202;0.198;0.387;0.475;0.000;0.000;0.000;0.000;0.000;0.000;0.009;0.002;0.001;0.000;0.000;0.000;0.000;natural;0
8.988;0.003;0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.206;0.205;0.393;0.480;0.000;0.000;0.000;0.000;0.000;0.000;0.011;0.001;0.000;0.000;0.000;0.000;0.000;natural;0
9.030;0.001;0.066;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.202;0.139;0.400;0.487;0.000;0.000;0.000;0.000;0.000;0.000;0.005;0.000;0.000;0.000;0.000;0.000;0.000;natural;0
9.073;0.001;0.045;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.205;0.163;0.404;0.491;0.000;0.000;0.000;0.000;0.000;0.000;0.009;0.000;0.000;0.000;0.000;0.000;0.000;natural;0
9.117;0.001;0.041;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.206;0.168;0.406;0.493;0.000;0.000;0.000;0.000;0.000;0.000;0.011;0.000;0.000;0.000;0.000;0.000;0.000;natural;0
9.160;0.001;0.042;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.198;0.158;0.406;0.493;0.000;0.000;0.000;0.000;0.000;0.000;0.005;0.000;0.000;0.000;0.000;0.000;0.000;natural;0
9.202;0.001;0.035;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.172;0.138;0.402;0.489;0.000;0.000;0.000;0.000;0.000;0.000;0.004;0.000;0.000;0.000;0.000;0.000;0.000;natural;0
9.246;0.001;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.159;0.149;0.402;0.489;0.000;0.000;0.000;0.000;0.000;0.000;0.002;0.000;0.000;0.000;0.000;0.000;0.000;natural;0
9.288;0.001;0.021;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.156;0.135;0.403;0.491;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;natural;0
