unityGameTime;leftEyeClosedValue;rightEyeClosedValue;rightCheekRiseValue;leftCheekRiseValue;rightSmileValue;leftSmileValue;rightDimplerValue;leftDimplerValue;rightEyeUpValue;leftEyeUpValue;rightEyeDownValue;leftEyeDownValue;rightEyeRightValue;leftEyeRightValue;rightEyeLeftValue;leftEyeLeftValue;leftBrowLowerValue;rightBrowLowerValue;leftInnerBrowRiseValue;rightInnerBrowRiseValue;leftLidTightnerValue;rightLidTightnerValue;jawDropValue;leftLidRiserValue;rightLidRiserValue;leftLipCornerDepressor;rightLipCornerDepressor;label;flag
4.810;0.057;0.000;0.027;0.011;0.017;0.014;0.096;0.096;0.000;0.000;0.002;0.059;0.078;0.167;0.000;0.000;0.004;0.000;0.001;0.004;0.031;0.136;0.040;0.000;0.000;0.000;0.000;natural;0
4.860;0.054;0.000;0.027;0.011;0.012;0.011;0.080;0.080;0.000;0.000;0.001;0.055;0.068;0.156;0.000;0.000;0.003;0.000;0.000;0.002;0.030;0.135;0.027;0.000;0.000;0.000;0.000;natural;0
4.912;0.046;0.000;0.027;0.011;0.011;0.011;0.059;0.068;0.000;0.000;0.009;0.054;0.068;0.156;0.000;0.000;0.002;0.000;0.000;0.005;0.027;0.138;0.013;0.000;0.000;0.000;0.000;natural;0
4.963;0.041;0.000;0.021;0.011;0.011;0.011;0.055;0.055;0.000;0.000;0.006;0.047;0.067;0.155;0.000;0.000;0.001;0.000;0.000;0.003;0.026;0.112;0.011;0.000;0.000;0.000;0.000;natural;0
5.018;0.085;0.000;0.016;0.011;0.011;0.011;0.042;0.042;0.000;0.000;0.014;0.098;0.067;0.155;0.000;0.000;0.004;0.000;0.000;0.002;0.026;0.120;0.011;0.000;0.000;0.000;0.000;natural;0
5.069;0.080;0.000;0.013;0.005;0.004;0.005;0.030;0.030;0.000;0.000;0.015;0.094;0.252;0.339;0.000;0.000;0.004;0.000;0.000;0.002;0.026;0.107;0.003;0.000;0.000;0.000;0.000;natural;0
5.116;0.078;0.000;0.011;0.008;0.001;0.005;0.027;0.027;0.000;0.000;0.015;0.093;0.290;0.377;0.000;0.000;0.006;0.000;0.000;0.001;0.019;0.107;0.000;0.000;0.000;0.000;0.000;natural;0
5.161;0.073;0.000;0.011;0.009;0.000;0.002;0.027;0.027;0.000;0.000;0.016;0.088;0.281;0.367;0.000;0.000;0.005;0.000;0.000;0.001;0.017;0.104;0.000;0.000;0.000;0.000;0.000;natural;0
5.208;0.059;0.000;0.011;0.010;0.000;0.001;0.015;0.015;0.000;0.000;0.016;0.075;0.286;0.372;0.000;0.000;0.007;0.004;0.000;0.001;0.016;0.102;0.000;0.000;0.000;0.000;0.000;natural;0
5.250;0.062;0.000;0.011;0.010;0.000;0.001;0.003;0.012;0.000;0.000;0.016;0.078;0.285;0.372;0.000;0.000;0.006;0.003;0.000;0.001;0.015;0.094;0.000;0.000;0.000;0.000;0.000;natural;0
5.287;0.110;0.000;0.011;0.010;0.000;0.000;0.000;0.008;0.000;0.000;0.025;0.135;0.447;0.531;0.000;0.000;0.009;0.008;0.000;0.000;0.015;0.093;0.000;0.000;0.000;0.000;0.000;natural;0
5.322;0.081;0.000;0.011;0.011;0.000;0.000;0.000;0.002;0.000;0.000;0.039;0.120;0.447;0.531;0.000;0.000;0.010;0.009;0.000;0.000;0.015;0.078;0.000;0.000;0.000;0.000;0.000;natural;0
5.356;0.080;0.000;0.011;0.011;0.000;0.000;0.000;0.001;0.000;0.000;0.034;0.114;0.446;0.531;0.000;0.000;0.011;0.011;0.000;0.000;0.015;0.084;0.000;0.000;0.000;0.000;0.000;natural;0
5.388;0.081;0.000;0.011;0.011;0.000;0.000;0.000;0.000;0.000;0.000;0.032;0.112;0.446;0.531;0.000;0.000;0.012;0.011;0.000;0.000;0.015;0.076;0.000;0.000;0.000;0.000;0.000;natural;0
5.423;0.081;0.000;0.011;0.011;0.000;0.000;0.000;0.000;0.000;0.000;0.030;0.111;0.451;0.536;0.000;0.000;0.013;0.012;0.000;0.000;0.015;0.074;0.000;0.000;0.000;0.000;0.000;natural;0
5.453;0.081;0.000;0.011;0.005;0.000;0.000;0.000;0.000;0.000;0.000;0.029;0.110;0.451;0.535;0.000;0.000;0.013;0.013;0.000;0.000;0.015;0.073;0.000;0.000;0.000;0.000;0.000;natural;0
5.484;0.088;0.000;0.011;0.007;0.000;0.000;0.000;0.000;0.000;0.000;0.029;0.116;0.434;0.519;0.000;0.000;0.013;0.013;0.000;0.000;0.015;0.073;0.000;0.000;0.000;0.000;0.000;natural;0
5.513;0.088;0.000;0.011;0.007;0.000;0.000;0.000;0.000;0.000;0.000;0.029;0.116;0.434;0.519;0.000;0.000;0.013;0.013;0.000;0.000;0.015;0.073;0.000;0.000;0.000;0.000;0.000;natural;0
5.544;0.086;0.000;0.011;0.008;0.000;0.000;0.000;0.000;0.000;0.000;0.028;0.114;0.421;0.506;0.000;0.000;0.014;0.013;0.000;0.000;0.015;0.073;0.000;0.000;0.000;0.000;0.000;natural;0
5.574;0.085;0.000;0.011;0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.028;0.112;0.416;0.501;0.000;0.000;0.014;0.014;0.000;0.000;0.015;0.072;0.000;0.000;0.000;0.000;0.000;natural;0
5.604;0.084;0.000;0.011;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.028;0.111;0.413;0.499;0.000;0.000;0.011;0.010;0.000;0.000;0.006;0.072;0.000;0.000;0.000;0.000;0.000;natural;0
5.636;0.083;0.000;0.011;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.028;0.111;0.412;0.498;0.000;0.000;0.008;0.008;0.000;0.000;0.009;0.065;0.000;0.000;0.000;0.000;0.000;natural;0
5.665;0.072;0.000;0.011;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.039;0.110;0.415;0.500;0.000;0.000;0.009;0.009;0.000;0.000;0.011;0.049;0.006;0.000;0.000;0.000;0.000;natural;0
5.694;0.076;0.000;0.011;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.035;0.110;0.415;0.500;0.000;0.000;0.007;0.007;0.000;0.000;0.012;0.055;0.003;0.000;0.000;0.000;0.000;natural;0
5.723;0.059;0.000;0.005;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.041;0.100;0.410;0.495;0.000;0.000;0.006;0.006;0.000;0.000;0.013;0.038;0.007;0.000;0.000;0.000;0.000;natural;0
5.752;0.069;0.000;0.007;0.005;0.000;0.000;0.000;0.000;0.000;0.000;0.035;0.104;0.405;0.491;0.000;0.000;0.008;0.008;0.000;0.000;0.014;0.033;0.009;0.000;0.000;0.000;0.000;natural;0
5.781;0.069;0.000;0.007;0.005;0.000;0.000;0.000;0.000;0.000;0.000;0.035;0.104;0.405;0.491;0.000;0.000;0.008;0.008;0.000;0.000;0.014;0.033;0.009;0.000;0.000;0.000;0.000;natural;0
5.811;0.074;0.000;0.008;0.003;0.000;0.000;0.000;0.000;0.000;0.000;0.032;0.106;0.405;0.491;0.000;0.000;0.006;0.006;0.000;0.000;0.014;0.057;0.005;0.000;0.000;0.000;0.000;natural;0
5.841;0.059;0.000;0.009;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.030;0.089;0.409;0.494;0.000;0.000;0.005;0.005;0.000;0.000;0.006;0.049;0.008;0.000;0.000;0.000;0.000;natural;0
5.874;0.062;0.000;0.010;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.029;0.091;0.409;0.494;0.000;0.000;0.004;0.004;0.000;0.000;0.009;0.046;0.004;0.000;0.000;0.000;0.000;natural;0
5.902;0.079;0.000;0.005;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.021;0.100;0.393;0.479;0.000;0.000;0.003;0.003;0.000;0.000;0.011;0.022;0.002;0.000;0.000;0.000;0.000;natural;0
5.930;0.078;0.000;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.018;0.096;0.391;0.476;0.000;0.000;0.002;0.002;0.000;0.000;0.013;0.031;0.001;0.000;0.000;0.000;0.000;natural;0
5.960;0.070;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.017;0.087;0.379;0.465;0.000;0.000;0.002;0.002;0.000;0.000;0.013;0.031;0.006;0.000;0.000;0.000;0.000;natural;0
5.988;0.055;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.016;0.071;0.367;0.453;0.000;0.000;0.002;0.002;0.000;0.000;0.006;0.035;0.004;0.000;0.000;0.000;0.000;natural;0
6.017;0.042;0.000;0.005;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.016;0.058;0.365;0.450;0.000;0.000;0.001;0.001;0.000;0.000;0.003;0.038;0.002;0.000;0.000;0.000;0.000;natural;0
6.049;0.042;0.000;0.005;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.016;0.058;0.365;0.450;0.000;0.000;0.001;0.001;0.000;0.000;0.003;0.038;0.002;0.000;0.000;0.000;0.000;natural;0
6.091;0.041;0.000;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.016;0.057;0.357;0.443;0.000;0.000;0.001;0.001;0.000;0.000;0.001;0.033;0.001;0.000;0.000;0.000;0.000;natural;0
6.133;0.039;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.016;0.055;0.357;0.443;0.000;0.000;0.001;0.001;0.000;0.000;0.008;0.037;0.001;0.000;0.000;0.000;0.000;natural;0
6.176;0.038;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.016;0.054;0.395;0.480;0.000;0.000;0.001;0.001;0.000;0.000;0.004;0.021;0.000;0.000;0.000;0.000;0.000;natural;0
6.217;0.028;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.016;0.044;0.400;0.485;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.018;0.000;0.000;0.000;0.000;0.000;natural;0
6.259;0.027;0.000;0.006;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.016;0.043;0.395;0.480;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.032;0.000;0.000;0.000;0.000;0.000;natural;0
6.300;0.027;0.000;0.003;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.016;0.043;0.395;0.480;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.021;0.000;0.000;0.000;0.000;0.000;natural;0
6.343;0.025;0.000;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.006;0.031;0.398;0.483;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.017;0.000;0.000;0.000;0.000;0.000;natural;0
6.385;0.030;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.004;0.034;0.399;0.484;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.007;0.000;0.000;0.000;0.000;0.000;natural;0
6.426;0.035;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.002;0.037;0.401;0.485;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.011;0.000;0.000;0.000;0.000;0.000;natural;0
6.469;0.038;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.039;0.399;0.483;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.012;0.000;0.000;0.000;0.000;0.000;natural;0
6.510;0.040;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.041;0.398;0.483;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.013;0.000;0.000;0.000;0.000;0.000;natural;0
6.549;0.028;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.028;0.398;0.483;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.005;0.000;0.000;0.000;0.000;0.000;natural;0
6.590;0.027;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.027;0.398;0.482;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.008;0.006;0.000;0.000;0.000;0.000;natural;0
6.631;0.027;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.027;0.395;0.479;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.010;0.008;0.000;0.000;0.000;0.000;natural;0
6.673;0.019;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.019;0.394;0.479;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.006;0.005;0.000;0.000;0.000;0.000;natural;0
6.714;0.017;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.017;0.394;0.479;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.009;0.003;0.000;0.000;0.000;0.000;natural;0
6.757;0.005;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.005;0.388;0.473;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.012;0.001;0.000;0.000;0.000;0.000;natural;0
6.801;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.010;0.387;0.472;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.007;0.001;0.000;0.000;0.000;0.000;natural;0
6.844;0.003;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.003;0.331;0.416;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.003;0.001;0.000;0.000;0.000;0.000;natural;0
6.885;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.137;0.224;0.000;0.000;0.000;0.000;0.000;0.000;0.009;0.002;0.000;0.000;0.000;0.000;0.000;natural;0
6.927;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.104;0.190;0.000;0.000;0.000;0.000;0.000;0.000;0.003;0.000;0.004;0.000;0.000;0.000;0.000;natural;0
6.967;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.106;0.192;0.000;0.000;0.000;0.000;0.000;0.000;0.002;0.000;0.007;0.000;0.000;0.000;0.000;natural;0
7.008;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.107;0.194;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.000;0.004;0.000;0.000;0.000;0.000;natural;0
7.047;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.120;0.207;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.000;0.003;0.000;0.000;0.000;0.000;natural;0
7.086;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.134;0.221;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.006;0.000;0.000;0.000;0.000;natural;0
7.126;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.138;0.225;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.004;0.000;0.000;0.000;0.000;natural;0
7.167;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.138;0.225;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.002;0.000;0.000;0.000;0.000;natural;0
7.211;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.035;0.052;0.000;0.000;0.000;0.000;0.000;0.009;0.000;0.007;0.000;0.000;0.000;0.000;natural;0
7.252;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.027;0.060;0.000;0.000;0.000;0.000;0.000;0.003;0.000;0.005;0.000;0.000;0.000;0.000;natural;0
7.296;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.029;0.058;0.000;0.000;0.000;0.000;0.000;0.002;0.000;0.008;0.000;0.000;0.000;0.000;natural;0
7.341;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.035;0.052;0.000;0.000;0.000;0.000;0.000;0.001;0.000;0.009;0.000;0.000;0.000;0.000;natural;0
7.382;0.000;0.000;0.000;0.006;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.037;0.050;0.000;0.000;0.000;0.000;0.000;0.001;0.000;0.010;0.000;0.000;0.000;0.000;natural;0
7.424;0.000;0.000;0.000;0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.038;0.049;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.010;0.000;0.000;0.000;0.000;natural;0
7.466;0.000;0.000;0.000;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.046;0.041;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.011;0.000;0.000;0.000;0.000;natural;0
7.509;0.000;0.000;0.000;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.049;0.038;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.011;0.000;0.000;0.000;0.000;natural;0
7.550;0.000;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.059;0.028;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.005;0.000;0.000;0.000;0.000;natural;0
7.592;0.000;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.059;0.028;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.007;0.000;0.000;0.000;0.000;natural;0
7.635;0.045;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.010;0.054;0.000;0.073;0.014;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.020;0.000;0.000;0.000;0.000;natural;0
7.677;0.292;0.009;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.217;0.314;0.000;0.079;0.008;0.000;0.000;0.000;0.000;0.000;0.018;0.000;0.017;0.000;0.000;0.000;0.000;natural;0
7.717;0.234;0.003;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.169;0.328;0.000;0.083;0.004;0.000;0.004;0.004;0.000;0.000;0.043;0.000;0.082;0.000;0.000;0.000;0.000;natural;0
7.759;0.235;0.000;0.000;0.000;0.006;0.006;0.054;0.044;0.000;0.000;0.101;0.299;0.000;0.076;0.011;0.000;0.006;0.006;0.000;0.000;0.043;0.001;0.177;0.000;0.000;0.000;0.000;natural;0
7.802;0.124;0.000;0.000;0.000;0.021;0.021;0.112;0.096;0.000;0.000;0.040;0.162;0.000;0.084;0.004;0.000;0.008;0.005;0.000;0.000;0.036;0.001;0.230;0.000;0.000;0.000;0.000;natural;0
7.843;0.070;0.000;0.000;0.000;0.025;0.025;0.163;0.142;0.000;0.000;0.020;0.090;0.000;0.077;0.010;0.000;0.007;0.004;0.000;0.000;0.032;0.009;0.295;0.000;0.000;0.000;0.000;natural;0
7.884;0.064;0.000;0.008;0.000;0.037;0.050;0.230;0.230;0.000;0.000;0.001;0.064;0.000;0.078;0.010;0.000;0.004;0.003;0.000;0.000;0.038;0.030;0.288;0.000;0.000;0.000;0.000;natural;0
7.925;0.055;0.000;0.010;0.000;0.050;0.053;0.248;0.233;0.000;0.000;0.000;0.055;0.000;0.077;0.011;0.000;0.003;0.002;0.000;0.000;0.041;0.054;0.298;0.000;0.000;0.000;0.000;natural;0
7.968;0.066;0.000;0.010;0.000;0.053;0.054;0.235;0.234;0.000;0.000;0.011;0.076;0.000;0.075;0.013;0.000;0.003;0.002;0.000;0.000;0.035;0.069;0.299;0.000;0.000;0.000;0.000;natural;0
8.010;0.231;0.002;0.006;0.000;0.043;0.042;0.197;0.188;0.000;0.000;0.170;0.337;0.000;0.072;0.016;0.000;0.002;0.001;0.000;0.000;0.039;0.023;0.269;0.000;0.000;0.000;0.000;natural;0
8.050;0.728;0.360;0.002;0.000;0.007;0.007;0.046;0.048;0.000;0.000;0.319;0.107;0.000;0.039;0.048;0.000;0.007;0.001;0.000;0.000;0.042;0.004;0.209;0.000;0.000;0.000;0.000;natural;0
8.092;0.286;0.034;0.001;0.006;0.002;0.002;0.004;0.005;0.000;0.000;0.250;0.249;0.000;0.045;0.041;0.000;0.006;0.001;0.000;0.000;0.058;0.002;0.050;0.000;0.000;0.000;0.000;natural;0
8.135;0.137;0.000;0.001;0.004;0.001;0.001;0.001;0.001;0.000;0.000;0.089;0.212;0.000;0.045;0.041;0.000;0.005;0.001;0.000;0.000;0.039;0.001;0.014;0.000;0.000;0.000;0.000;natural;0
8.177;0.050;0.000;0.000;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.022;0.072;0.000;0.045;0.041;0.000;0.004;0.001;0.000;0.000;0.023;0.000;0.011;0.000;0.000;0.000;0.000;natural;0
8.218;0.000;0.001;0.006;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.002;0.001;0.000;0.063;0.024;0.000;0.002;0.000;0.000;0.000;0.016;0.000;0.027;0.000;0.000;0.000;0.000;natural;0
8.259;0.000;0.000;0.004;0.006;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.067;0.020;0.000;0.002;0.000;0.000;0.000;0.019;0.001;0.027;0.000;0.000;0.000;0.000;natural;0
8.303;0.000;0.000;0.002;0.009;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.079;0.008;0.000;0.002;0.000;0.000;0.000;0.043;0.022;0.036;0.000;0.000;0.000;0.000;natural;0
8.345;0.000;0.000;0.001;0.005;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.086;0.001;0.000;0.001;0.000;0.000;0.000;0.043;0.029;0.037;0.000;0.000;0.000;0.000;natural;0
8.386;0.000;0.000;0.006;0.002;0.020;0.020;0.150;0.150;0.000;0.000;0.000;0.000;0.003;0.090;0.000;0.000;0.001;0.000;0.000;0.000;0.042;0.035;0.216;0.000;0.000;0.000;0.000;natural;0
8.427;0.000;0.000;0.008;0.001;0.033;0.033;0.181;0.181;0.000;0.000;0.000;0.000;0.004;0.090;0.000;0.000;0.001;0.000;0.000;0.000;0.042;0.055;0.212;0.000;0.000;0.000;0.000;natural;0
8.470;0.000;0.000;0.010;0.001;0.036;0.036;0.184;0.170;0.000;0.000;0.000;0.000;0.004;0.090;0.000;0.000;0.001;0.000;0.000;0.000;0.042;0.048;0.179;0.000;0.000;0.000;0.000;natural;0
8.512;0.000;0.000;0.010;0.001;0.037;0.037;0.194;0.183;0.000;0.000;0.000;0.000;0.026;0.113;0.000;0.000;0.001;0.000;0.000;0.000;0.042;0.067;0.171;0.000;0.000;0.000;0.000;natural;0
8.551;0.014;0.000;0.011;0.006;0.034;0.038;0.173;0.169;0.000;0.000;0.000;0.014;0.062;0.151;0.000;0.000;0.000;0.000;0.000;0.000;0.029;0.072;0.173;0.000;0.000;0.000;0.000;natural;0
8.594;0.003;0.000;0.011;0.008;0.031;0.038;0.170;0.169;0.000;0.000;0.000;0.003;0.075;0.163;0.000;0.000;0.000;0.000;0.000;0.000;0.036;0.072;0.118;0.000;0.000;0.000;0.000;natural;0
